state,state_code,pollster,sponsor,sponsor_lean,date_start,date_end,dem_candidate,rep_candidate,dem_pct,rep_pct,margin,margin_label,included_in_average,notes
Michigan,MI,Target Insyght,MIRS News Service,,2025-03-03,2025-03-06,Haley Stevens,Mike Rogers,35,41,R+6,Rogers +6,no,n=600 RV; earliest poll; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Glengariff Group,Detroit Regional Chamber,,2025-05-05,2025-05-08,Haley Stevens,Mike Rogers,45,44,D+1,Stevens +1,no,n=600 RV; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Glengariff Group,Detroit Regional Chamber,,2025-05-05,2025-05-08,Mallory McMorrow,Mike Rogers,42,46,R+4,Rogers +4,no,n=600 RV; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Glengariff Group,Detroit Regional Chamber,,2025-05-05,2025-05-08,Abdul El-Sayed,Mike Rogers,41,47,R+6,Rogers +6,yes,n=600 RV; NYT data
Michigan,MI,"Glengariff Group, Inc.",Detroit Regional Chamber,,2025-05-05,2025-05-08,Haley Stevens,Bill Huizenga,45.1,39.1,D+6,D+6,no,n=600 RV; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Normington Petts,Yes Michigan,Democratic,2025-06-12,2025-06-16,Haley Stevens,Mike Rogers,47,45,D+2,Stevens +2,no,n=700 LV; D-sponsored; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Normington Petts,Yes Michigan,Democratic,2025-06-12,2025-06-16,Mallory McMorrow,Mike Rogers,44,48,R+4,McMorrow R+4,no,n=700 LV; D-sponsored; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,"Normington, Petts & Associates",Yes Michigan,,2025-06-12,2025-06-16,Haley Stevens,Mike Rogers,47.0,45.0,D+2,D+2,no,n=700 LV; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Rosetta Stone,,,2025-10-23,2025-10-25,Haley Stevens,Mike Rogers,40,47,R+7,Rogers +7,no,Unknown pollster; significant R outlier; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Rosetta Stone,,,2025-10-23,2025-10-25,Mallory McMorrow,Mike Rogers,39,46,R+7,Rogers +7,no,Unknown pollster; significant R outlier; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Rosetta Stone,,,2025-10-23,2025-10-25,Abdul El-Sayed,Mike Rogers,31,45,R+14,Rogers +14,yes,Unknown pollster; extreme outlier; NYT data
Michigan,MI,EPIC-MRA,ABC 12,,2025-11-06,2025-11-11,Haley Stevens,Mike Rogers,44,42,D+2,Stevens +2,no,NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,EPIC-MRA,ABC 12,,2025-11-06,2025-11-11,Mallory McMorrow,Mike Rogers,43,42,D+1,McMorrow +1,no,NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Mitchell Research,MIRS News Service,,2025-11-18,2025-11-21,Haley Stevens,Mike Rogers,40,42,R+2,Rogers +2,no,NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Mitchell Research,MIRS News Service,,2025-11-18,2025-11-21,Mallory McMorrow,Mike Rogers,38,44,R+6,Rogers +6,no,NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Mitchell Research,MIRS News Service,,2025-11-18,2025-11-21,Abdul El-Sayed,Mike Rogers,38,41,R+3,Rogers +3,yes,NYT data
Michigan,MI,Mitchell Research & Communications,MIRS News Service,,2025-11-18,2025-11-21,Haley Stevens,Mike Rogers,40.0,42.0,R+2,R+2,no,n=616 LV; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Glengariff Group,Detroit News / WDIV-TV,,2026-01-02,2026-01-06,Haley Stevens,Mike Rogers,44,44,Even,Even,no,NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Glengariff Group,Detroit News / WDIV-TV,,2026-01-02,2026-01-06,Mallory McMorrow,Mike Rogers,42,46,R+3,Rogers +3,no,NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Glengariff Group,Detroit News / WDIV-TV,,2026-01-02,2026-01-06,Abdul El-Sayed,Mike Rogers,42,48,R+6,Rogers +6,yes,NYT data
Michigan,MI,"Glengariff Group, Inc.",Detroit News | WDIV-TV,,2026-01-02,2026-01-06,Abdul El-Sayed,Mike Rogers,41.6,48.0,R+6.4,R+6.4,yes,n=600 LV; NYT data
Michigan,MI,Emerson College,Nexstar,,2026-01-24,2026-01-25,Haley Stevens,Mike Rogers,47,42,D+6,Stevens +6,no,Stevens polls strongest against Rogers; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Emerson College,Nexstar,,2026-01-24,2026-01-25,Mallory McMorrow,Mike Rogers,46,43,D+3,McMorrow +3,no,NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Emerson College,Nexstar,,2026-01-24,2026-01-25,Abdul El-Sayed,Mike Rogers,43,43,Even,Even,yes,NYT data
Michigan,MI,"Glengariff Group, Inc.",Detroit Regional Chamber,,2026-04-28,2026-05-01,Haley Stevens,Mike Rogers,41.5,43.8,R+2.3,R+2.3,no,n=600 LV; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Mitchell Research & Communications,MIRS,,2026-05-01,2026-05-07,Haley Stevens,Mike Rogers,39.0,42.0,R+3,R+3,no,n=606 LV; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,TIPP Insights,League of American Workers,Republican,2026-05-20,2026-05-23,Mallory McMorrow,Mike Rogers,45.16,41.6,D+3.6,D+3.6,no,n=1163 lv; R-sponsored; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,TIPP Insights,League of American Workers,Republican,2026-05-20,2026-05-23,Abdul El-Sayed,Mike Rogers,43.43,42.14,D+1.3,D+1.3,yes,n=1163 lv; R-sponsored; NYT data
Michigan,MI,TIPP Insights,League of American Workers,Republican,2026-05-20,2026-05-23,Haley Stevens,Mike Rogers,47.84,40.99,D+6.9,D+6.9,no,n=1163 lv; R-sponsored; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,TIPP Insights,League of American Workers,Republican,2026-05-20,2026-05-23,Mallory McMorrow,Mike Rogers,42.26,38.57,D+3.7,D+3.7,no,n=1456 rv; RV version — LV version already included; R-sponsored; NYT data
Michigan,MI,TIPP Insights,League of American Workers,Republican,2026-05-20,2026-05-23,Abdul El-Sayed,Mike Rogers,39.77,39.65,D+0.1,D+0.1,no,n=1456 rv; RV version — LV version already included; R-sponsored; NYT data
Michigan,MI,TIPP Insights,League of American Workers,Republican,2026-05-20,2026-05-23,Haley Stevens,Mike Rogers,44.96,38.38,D+6.6,D+6.6,no,n=1456 rv; RV version — LV version already included; R-sponsored; NYT data
Michigan,MI,Tulchin Research,Fighting for Michigan PAC,,2026-06-02,2026-06-04,Abdul El-Sayed,Mike Rogers,46.0,41.0,D+5,D+5,yes,n=500 lv; NYT data
Michigan,MI,Mitchell Research & Communications,MIRS News Service,,2026-06-11,2026-06-13,Abdul El-Sayed,Mike Rogers,47.0,42.0,D+5,D+5,yes,n=827 lv; NYT data
Michigan,MI,Mitchell Research & Communications,MIRS News Service,,2026-06-11,2026-06-13,Haley Stevens,Mike Rogers,41.0,45.0,R+4,R+4,no,n=827 lv; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Mitchell Research & Communications,MIRS News Service,,2026-06-11,2026-06-13,Mallory McMorrow,Mike Rogers,41.0,47.0,R+6,R+6,no,n=827 lv; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Zenith Research,Common Defense,Democratic,2026-06-11,2026-06-14,Haley Stevens,Mike Rogers,43.0,42.0,D+1,D+1,no,n=602 lv; D-sponsored; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Zenith Research,Common Defense,Democratic,2026-06-11,2026-06-14,Mallory McMorrow,Mike Rogers,44.0,42.0,D+2,D+2,no,n=602 lv; D-sponsored; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Zenith Research,Common Defense,Democratic,2026-06-11,2026-06-14,Abdul El-Sayed,Mike Rogers,45.0,42.0,D+3,D+3,yes,n=602 lv; D-sponsored; NYT data
Michigan,MI,Data for Progress,Working Families Party PAC,,2026-06-15,2026-06-22,Haley Stevens,Mike Rogers,45.0,46.0,R+1,R+1,no,n=709 lv; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Data for Progress,Working Families Party PAC,,2026-06-15,2026-06-22,Abdul El-Sayed,Mike Rogers,47.0,46.0,D+1,D+1,yes,n=709 lv; NYT data
Michigan,MI,Quantus Insights,,,2026-06-29,2026-06-30,Haley Stevens,Mike Rogers,45.1,43.7,D+1.4,D+1.4,no,n=947 lv; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Quantus Insights,,,2026-06-29,2026-06-30,Mallory McMorrow,Mike Rogers,44.4,45.3,R+0.9,R+0.9,no,n=947 lv; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Quantus Insights,,,2026-06-29,2026-06-30,Abdul El-Sayed,Mike Rogers,45.2,44.1,D+1.1,D+1.1,yes,n=947 lv; NYT data
Michigan,MI,Wedgewood Polls,,,2026-06-25,2026-06-28,Mallory McMorrow,Mike Rogers,41.0,48.0,R+7,R+7,no,n=602 lv; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Wedgewood Polls,,,2026-06-25,2026-06-28,Haley Stevens,Mike Rogers,46.0,46.0,Even,Even,no,n=602 lv; NYT data; El-Sayed won the Aug 4 primary — non-nominee matchup
Michigan,MI,Wedgewood Polls,,,2026-06-25,2026-06-28,Abdul El-Sayed,Mike Rogers,49.0,44.0,D+5,D+5,yes,n=602 lv; NYT data
Minnesota,MN,Impact Research,,Democratic,2025-07-08,2025-07-11,Peggy Flanagan,Michele Tafoya,48.0,45.0,D+3,D+3,yes,n=604 LV; NYT data
Minnesota,MN,PPP,GQR,,2025-09-15,2025-09-16,Angie Craig,Generic Republican,47,43,D+4,Craig +4,no,n=1015 LV; NYT data; Craig lost the Aug 11 primary to Flanagan — no longer a live matchup
Minnesota,MN,PPP,GQR,,2025-09-15,2025-09-16,Peggy Flanagan,Generic Republican,46,44,D+2,Flanagan +2,yes,n=1015 LV; NYT data
Minnesota,MN,Public Policy Polling,GQR,,2025-09-15,2025-09-16,Angie Craig,Generic Republican,47.0,43.0,D+4,D+4,no,n=1015 LV; NYT data; Craig lost the Aug 11 primary to Flanagan — no longer a live matchup
Minnesota,MN,Emerson College,,,2026-02-06,2026-02-08,Peggy Flanagan,Michele Tafoya,47,41,D+6,Flanagan +6,yes,n=1000 LV; NYT data
Minnesota,MN,Emerson College,,,2026-02-06,2026-02-08,Angie Craig,Michele Tafoya,47,40,D+6,Craig +6,no,n=1000 LV; NYT data; Craig lost the Aug 11 primary to Flanagan — no longer a live matchup
Minnesota,MN,Various (D primary),,,2026-01-01,2026-03-01,Flanagan vs Craig,N/A,,,,,no,D primary polls only — Flanagan leads Craig by 3-30 pts. Not a general election matchup
Minnesota,MN,Impact Research,,Democratic,2026-05-26,2026-05-28,Peggy Flanagan,Michele Tafoya,51.0,44.0,D+7,D+7,yes,n=808 lv; D-sponsored; NYT data
Minnesota,MN,Impact Research,,Democratic,2026-05-26,2026-05-28,Angie Craig,Michele Tafoya,51.0,44.0,D+7,D+7,no,n=808 lv; D-sponsored; NYT data; Craig lost the Aug 11 primary to Flanagan — no longer a live matchup
Minnesota,MN,"Mason-Dixon Polling & Research, Inc.",KARE-TV | Minneapolis Star Tribune | U. of Minnesota Hubbard School of Journalism and Mass Communication,,2026-06-08,2026-06-10,Generic Democrat,Generic Republican,49.0,41.0,D+8,D+8,no,n=800 lv; generic ballot — excluded from named-candidate average; NYT data
Mississippi,MS,Impact Research,SPLC Action Fund,Democratic,2026-04-08,2026-04-12,Scott Colom,Cindy Hyde-Smith,39.0,42.0,R+3,R+3,yes,n=500 LV; NYT data
Montana,MT,yes. every kid. foundation.,,,2026-01-23,2026-01-26,Reilly Neill,Steve Daines,19.0,43.0,R+24,R+24,no,n=500 RV; NYT data; Daines withdrew at the filing deadline — matchup moot
Montana,MT,American Pulse Research & Polling,,,2026-02-14,2026-02-18,Seth Bodnar,Steve Daines,40.0,53.9,R+13.9,R+13.9,no,n=607 LV; NYT data; Daines withdrew at the filing deadline — matchup moot
Montana,MT,Tavern Research,Contours Inc.,,2026-05-13,2026-05-18,Generic Democrat,Kurt Alme,44.0,56.0,R+12,R+12,no,n=607 LV; NYT data; Bankhead is the D nominee — non-nominee matchup
Montana,MT,Public Opinion Strategies,The Political Company,Republican,2026-06-08,2026-06-11,Alani Bankhead,Kurt Alme,25.0,44.0,R+19,R+19,yes,"n=500 lv; R-sponsored; 3-way question (Bodnar IND 20, Austin LIB 4) — reflects the actual ballot; NYT data"
Montana,MT,Hart Research Associates,The Majority Institute,Democratic,2026-06-18,2026-06-24,Alani Bankhead,Kurt Alme,43.0,49.0,R+6,R+6,no,n=800 lv; D-sponsored; NYT data; two-party matchup excludes Bodnar (IND) who is on the ballot — hypothetical
Montana,MT,Hart Research Associates,The Majority Institute,Democratic,2026-06-18,2026-06-24,Alani Bankhead,Kurt Alme,22.0,47.0,R+25,R+25,yes,n=800 lv; 3-way race question — reflects the actual ballot with Bodnar (IND); D-sponsored; NYT data
Montana,MT,GrayHouse,,,2026-06-23,2026-06-24,Alani Bankhead,Kurt Alme,25.0,41.0,R+16,R+16,yes,n=500 lv; 3-way race question — reflects the actual ballot with Bodnar (IND); NYT data
North Carolina,NC,Emerson College,,,2025-07-28,2025-07-30,Roy Cooper,Mark Whatley,47,41,D+5,Cooper +5,yes,n=1000 RV; NYT data
North Carolina,NC,Victory Insights,,,2025-07-28,2025-07-30,Roy Cooper,Mark Whatley,44,44,D+1,Cooper +1,yes,Earliest poll; race has trended toward Cooper since; NYT data
North Carolina,NC,Harper Polling,Carolina Journal,,2025-08-11,2025-08-12,Roy Cooper,Mark Whatley,47,39,D+8,Cooper +8,yes,n=600 LV; NYT data
North Carolina,NC,Change Research,Carolina Forward,Democratic,2025-09-02,2025-09-08,Roy Cooper,Mark Whatley,48,41,D+7,Cooper +7,yes,n=855 LV; NYT data
North Carolina,NC,Harper Polling,Carolina Journal,,2025-09-14,2025-09-15,Roy Cooper,Mark Whatley,46,42,D+4,Cooper +4,yes,n=600 LV; NYT data
North Carolina,NC,Harper Polling,Carolina Journal,,2025-11-09,2025-11-10,Roy Cooper,Mark Whatley,47,39,D+9,Cooper +9,yes,n=600 LV; NYT data
North Carolina,NC,Change Research,Carolina Forward,Democratic,2026-01-05,2026-01-07,Roy Cooper,Mark Whatley,47,42,D+5,Cooper +5,yes,n=1105 LV; NYT data
North Carolina,NC,TIPP Insights,League of American Workers,Republican,2026-01-12,2026-01-15,Roy Cooper,Mark Whatley,48,24,D+24,Cooper +24,no,Excluded as outlier — implausibly large margin (large undecided share); NYT data
North Carolina,NC,Change Research,,neutral,2026-01-31,2026-02-04,Roy Cooper,Mark Whatley,50,40,D+10,Cooper +10,yes,n=1069 RV; NYT data
North Carolina,NC,Public Policy Polling,,,2026-03-13,2026-03-14,Roy Cooper,Mark Whatley,47,44,D+3,Cooper +3,yes,n=556 RV; most recent poll; tightest Cooper-Whatley margin; NYT data
North Carolina,NC,YouGov,Catawba College Center for N.C. Politics & Public Service,,2026-03-09,2026-03-18,Roy A. Cooper,Michael Whatley,48.0,34.0,D+14,D+14,yes,n=872 LV; NYT data
North Carolina,NC,Harper Polling,Carolina Journal,,2026-03-22,2026-03-23,Roy Cooper,Mark Whatley,49,41,D+8,Cooper +8,yes,n=600 LV; NYT data
North Carolina,NC,Quantus Insights,,,2026-03-31,2026-04-01,Roy Cooper,Mark Whatley,49,44,D+5,Cooper +5,yes,n=987 LV; NYT data
North Carolina,NC,High Point University,,,2026-03-26,2026-04-06,Roy A. Cooper,Michael Whatley,49.0,39.0,D+10,D+10,yes,n=800 RV; NYT data
North Carolina,NC,Opinion Diagnostics,,,2026-04-21,2026-04-24,Roy A. Cooper,Michael Whatley,50.4,41.4,D+9,D+9,yes,n=830 RV; NYT data
North Carolina,NC,Change Research,Carolina Forward,Democratic,2026-05-04,2026-05-08,Roy A. Cooper,Michael Whatley,49.29,42.42,D+6.9,D+6.9,yes,n=957 LV; NYT data
North Carolina,NC,Harper Polling,Carolina Journal,,2026-05-10,2026-05-11,Roy A. Cooper,Michael Whatley,49.8,38.7,D+11.1,D+11.1,yes,n=600 LV; NYT data
North Carolina,NC,YouGov,Catawba College Center for N.C. Politics & Public Service,,2026-06-01,2026-06-10,Roy A. Cooper,Michael Whatley,47.73,34.03,D+13.7,D+13.7,yes,n=905 lv; NYT data
North Carolina,NC,Public Policy Polling,,,2026-07-10,2026-07-11,Roy A. Cooper,Michael Whatley,48.0,44.0,D+4,D+4,yes,n=759 rv; NYT data
North Carolina,NC,The New York Times/Siena University,,,2026-06-15,2026-06-27,Roy A. Cooper,Michael Whatley,50.0,43.19,D+6.8,D+6.8,yes,n=601 lv; NYT data
Nebraska,NE,Change Research,,Democratic,2025-03-28,2025-04-01,Dan Osborn (I),Pete Ricketts,45,46,R+1,Ricketts +1,yes,n=524 LV; D-sponsored; NYT data
Nebraska,NE,Impact Research,,Democratic,2026-02-02,2026-02-05,Dan Osborn (I),Pete Ricketts,47,48,R+1,Ricketts +1,yes,n=600 LV; D-sponsored; NYT data
Nebraska,NE,Tavern Research,Contours Inc.,,2026-05-08,2026-05-11,William J. Forbes,Pete Ricketts,34.0,50.0,R+16,R+16,no,n=1165 LV; NYT data; Forbes not D/I nominee — Osborn is expected candidate
New Hampshire,NH,St. Anselm,,,2025-08-26,2025-08-27,Chris Pappas,Dan Innis,48.0,30.0,D+18,D+18,yes,n=1776 RV; NYT data
New Hampshire,NH,1892 Polling,One Nation,,2025-09-02,2025-09-04,Chris Pappas,John E. Sununu,45,43,D+2,Pappas +2,yes,n=500 LV; NYT data
New Hampshire,NH,co/efficient,,,2025-09-10,2025-09-12,Chris Pappas,John E. Sununu,46,43,D+3,Pappas +3,yes,n=904 LV; NYT data
New Hampshire,NH,UNH,,,2025-09-17,2025-09-23,Chris Pappas,Chris Sununu,49,43,D+6,Pappas +6,no,Chris Sununu (former Gov) matchup — different person from John E. Sununu; n=1225 LV; NYT data
New Hampshire,NH,University of New Hampshire,,,2025-09-17,2025-09-23,Chris Pappas,Scott Brown,52.0,37.0,D+15,D+15,yes,n=1213 LV; NYT data
New Hampshire,NH,co/efficient,,,2025-10-09,2025-10-13,Chris Pappas,John E. Sununu,45,42,D+3,Pappas +3,yes,n=1034 LV; NYT data
New Hampshire,NH,St. Anselm,,,2025-11-18,2025-11-19,Chris Pappas,John E. Sununu,44,41,D+3,Pappas +3,yes,n=2212 RV; NYT data
New Hampshire,NH,Guidant Polling,,,2025-12-09,2025-12-11,Chris Pappas,John E. Sununu,47,44,D+3,Pappas +3,yes,n=600 LV; NYT data
New Hampshire,NH,Guidant Polling,,,2025-12-09,2025-12-11,Chris Pappas,Scott Brown,49,38,D+11,Pappas +11,no,Brown matchup — included for context; n=600 LV
New Hampshire,NH,Guidant Polling and Strategy,One Nation,,2025-12-09,2025-12-11,Chris Pappas,Scott Brown,49.0,38.0,D+11,D+11,no,n=600 LV; NYT data; duplicate entry of the same survey (listed twice under two pollster spellings)
New Hampshire,NH,Praecones Analytica,,,2025-12-26,2025-12-28,Chris Pappas,John E. Sununu,42,36,D+7,Pappas +7,yes,n=603 RV; NYT data
New Hampshire,NH,UNH,,,2026-01-15,2026-01-19,Chris Pappas,John E. Sununu,50,45,D+5,Pappas +5,yes,n=2038 LV; NYT data
New Hampshire,NH,UNH,,,2026-01-15,2026-01-19,Chris Pappas,Scott Brown,52,42,D+10,Pappas +10,no,Brown matchup — included for context; n=2017 LV
New Hampshire,NH,University of New Hampshire,,,2026-01-15,2026-01-19,Chris Pappas,Scott Brown,52.0,42.0,D+10,D+10,no,n=2017 LV; NYT data; duplicate entry of the same survey (listed twice under two pollster spellings)
New Hampshire,NH,yes. every kid. foundation.,,,2026-01-28,2026-01-29,Chris Pappas,John E. Sununu,45,41,D+4,Pappas +4,yes,n=563 LV; NYT data
New Hampshire,NH,St. Anselm,,,2026-03-16,2026-03-18,Chris Pappas,Chris Sununu,46,43,D+3,Pappas +3,no,Chris Sununu (former Gov) matchup — different person from John E. Sununu; n=1491 RV; NYT data
New Hampshire,NH,St. Anselm,,,2026-03-16,2026-03-18,Chris Pappas,Scott Brown,47,38,D+9,Pappas +9,no,Brown matchup — included for context; n=1491 RV; NYT data
New Hampshire,NH,Emerson College,,,2026-03-21,2026-03-23,Chris Pappas,John E. Sununu,45,44,D+2,Pappas +2,yes,n=1100 LV; NYT data
New Hampshire,NH,Emerson College,,,2026-03-21,2026-03-23,Chris Pappas,Scott Brown,48,39,D+9,Pappas +9,no,Brown matchup — included for context; n=1100 LV; NYT data
New Hampshire,NH,University of New Hampshire,,,2026-04-17,2026-04-21,Chris Pappas,John E. Sununu,49.0,42.0,D+7,D+7,yes,n=1130 LV; NYT data
New Hampshire,NH,Peak Insights,NRSC,Republican,2026-06-24,2026-06-27,Chris Pappas,John E. Sununu,43.0,42.0,D+1,D+1,yes,n=500 lv; R-sponsored; NYT data
New Hampshire,NH,St. Anselm,,,2026-06-24,2026-06-25,Chris Pappas,John E. Sununu,47.0,41.0,D+6,D+6,yes,n=1614 rv; NYT data
New Hampshire,NH,St. Anselm,,,2026-06-24,2026-06-25,Chris Pappas,Scott Brown,48.0,36.0,D+12,D+12,yes,n=1614 rv; Brown matchup — included for context; NYT data
New Hampshire,NH,University of New Hampshire,,,2026-06-18,2026-06-23,Chris Pappas,John E. Sununu,47.0,44.0,D+3,D+3,yes,n=2157 lv; NYT data
New Hampshire,NH,University of New Hampshire,,,2026-06-18,2026-06-23,Chris Pappas,Scott Brown,52.0,38.0,D+14,D+14,yes,n=1980 lv; Brown matchup — included for context; NYT data
Ohio,OH,BGSU/YouGov,,,2025-02-14,2025-02-21,Sherrod Brown,Jon Husted,41,47,R+6,Husted +6,yes,n=800 RV; earliest poll; NYT data
Ohio,OH,BGSU/YouGov,,,2025-04-18,2025-04-24,Sherrod Brown,Jon Husted,46,49,R+3,Husted +3,yes,n=800 RV; NYT data
Ohio,OH,Emerson College,,,2025-08-18,2025-08-19,Sherrod Brown,Jon Husted,44,50,R+6,Husted +6,yes,NYT data
Ohio,OH,BGSU/YouGov,,,2025-10-02,2025-10-14,Sherrod Brown,Jon Husted,49,48,D+1,Brown +1,yes,n=800 RV; NYT data
Ohio,OH,Bowling Green State University Democracy and Public Policy Research Network/YouGov,,,2025-10-02,2025-10-14,Sherrod Brown,Jon Husted,49.0,48.0,D+1,D+1,no,n=800 RV; NYT data; duplicate entry of the same survey (listed twice under two pollster spellings)
Ohio,OH,Emerson College,,,2025-12-06,2025-12-08,Sherrod Brown,Jon Husted,46,49,R+3,Husted +3,yes,NYT data
Ohio,OH,EMC Research,Ohio Environmental Council,,2026-02-10,2026-02-22,Sherrod Brown,Jon Husted,51,47,D+4,Brown +4,yes,n=1343 LV; NYT data
Ohio,OH,OnMessage Inc.,Insurance Watchdog Coalition,,2026-03-03,2026-03-08,Sherrod Brown,Jon Husted,47,45,D+2,Brown +2,yes,Most recent poll; race has tightened significantly; NYT data
Ohio,OH,Quantus Insights,,,2026-03-13,2026-03-14,Sherrod Brown,Jon Husted,44,46,R+1,Husted +1,yes,n=784 LV; most recent poll; NYT data
Ohio,OH,Echelon Insights,NetChoice,,2026-04-03,2026-04-09,Sherrod Brown,Jon Husted,45.0,51.0,R+6,R+6,yes,n=413 LV; NYT data
Ohio,OH,Bowling Green State University Democracy and Public Policy Research Network/YouGov,,,2026-04-07,2026-04-14,Sherrod Brown,Jon Husted,47.0,50.0,R+3,R+3,yes,n=1000 RV; NYT data
Ohio,OH,Beacon Research/Shaw & Company Research,Fox News,,2026-05-28,2026-06-01,Sherrod Brown,Jon Husted,53.0,45.0,D+8,D+8,yes,n=1015 rv; NYT data
Ohio,OH,Tulchin Research,,Democratic,2026-06-02,2026-06-04,Sherrod Brown,Jon Husted,46.0,42.0,D+4,D+4,yes,n=600 lv; D-sponsored; NYT data
Ohio,OH,Fabrizio Ward/Impact Research,AARP,,2026-06-14,2026-06-16,Sherrod Brown,Jon Husted,48.0,45.0,D+3,D+3,yes,n=800 lv; NYT data
Ohio,OH,The New York Times/Siena University,,,2026-06-15,2026-06-28,Sherrod Brown,Jon Husted,47.0,49.8,R+2.8,R+2.8,yes,n=601 lv; NYT data
South Carolina,SC,Public Policy Polling,314 Action,Democratic,2025-11-21,2025-11-22,Generic D,Lindsey Graham,39,41,R+2,Graham +2,no,D-sponsored; Graham only +2 vs generic D in R+11 state; NYT data; Graham is deceased — matchup no longer applicable
South Carolina,SC,Public Policy Polling,314 Action,Democratic,2025-11-21,2025-11-22,Annie Andrews,Lindsey Graham,36,42,R+6,Graham +6,no,D-sponsored; NYT data; Graham is deceased — matchup no longer applicable
South Carolina,SC,Impact Research,,Democratic,2026-02-25,2026-03-01,Annie Andrews,Lindsey Graham,42.0,47.0,R+5,R+5,no,n=700 LV; NYT data; Graham is deceased — matchup no longer applicable
South Carolina,SC,Public Policy Polling,,Democratic,2026-07-16,2026-07-17,Annie Andrews,Ralph W. Norman,42.0,43.0,R+1,R+1,no,"n=577 rv; D-sponsored; NYT data; single D-sponsored survey of hypothetical matchups counted 5x, and omits Darline Graham — Trump-endorsed front-runner in the Aug 11 special primary; excluded pending polling of the actual nominee"
South Carolina,SC,Public Policy Polling,,Democratic,2026-07-16,2026-07-17,Annie Andrews,Russell Fry,42.0,39.0,D+3,D+3,no,"n=577 rv; D-sponsored; NYT data; single D-sponsored survey of hypothetical matchups counted 5x, and omits Darline Graham — Trump-endorsed front-runner in the Aug 11 special primary; excluded pending polling of the actual nominee"
South Carolina,SC,Public Policy Polling,,Democratic,2026-07-16,2026-07-17,Annie Andrews,Mark Sanford,41.0,40.0,D+1,D+1,no,"n=577 rv; D-sponsored; NYT data; single D-sponsored survey of hypothetical matchups counted 5x, and omits Darline Graham — Trump-endorsed front-runner in the Aug 11 special primary; excluded pending polling of the actual nominee"
South Carolina,SC,Public Policy Polling,,Democratic,2026-07-16,2026-07-17,Annie Andrews,Nancy Mace,42.0,39.0,D+3,D+3,no,"n=577 rv; D-sponsored; NYT data; single D-sponsored survey of hypothetical matchups counted 5x, and omits Darline Graham — Trump-endorsed front-runner in the Aug 11 special primary; excluded pending polling of the actual nominee"
South Carolina,SC,Public Policy Polling,,Democratic,2026-07-16,2026-07-17,Annie Andrews,Mark Lynch,41.0,38.0,D+3,D+3,no,"n=577 rv; D-sponsored; NYT data; single D-sponsored survey of hypothetical matchups counted 5x, and omits Darline Graham — Trump-endorsed front-runner in the Aug 11 special primary; excluded pending polling of the actual nominee"
South Carolina,SC,Impact Research,,Democratic,2026-06-17,2026-06-22,Annie Andrews,Lindsey Graham,45.0,48.0,R+3,R+3,no,n=700 lv; D-sponsored; NYT data; Graham is deceased — matchup no longer applicable
South Dakota,SD,Public Policy Polling,,,2025-11-13,2025-11-14,Julian Beaudion,Mike Rounds,30.0,52.0,R+22,R+22,no,n=814 RV; NYT data; Beaudion withdrew Aug 4 — no longer a live matchup
